orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,"Agricultura, ganadería, caza y silvicultura",Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,Explotación de minas y canteras,Industria Manufacturera,"Electricidad, gas y agua",Construcción,Servicios
30.0,Pejerrey Club 400 m,QU063,23/8/2023,2023.0,invierno,12,15,8.11,7.55,Ausencia,Ausencia,Ausencia,Ausencia,600,600,260,7.7,1.50,0.48,0.25,<2.0,<30,27,<0.10,<0.005,<0.001,1.31,<0.15,47,Muy deteriorada,,,,,,,,,,,,,,
29.0,Pejerrey Club 400 m,QU063,14/11/2023,2023.0,primavera,16,22,sin equipo,6.97,Ausencia,Ausencia,Ausencia,Ausencia,800,540,140,3.8,<0.78,0.24,<0.20,7.3,<30,11,<0.10,<0.005,<0.001,10.7,<0.15,39,Extremadamente deteriorada,,,,,,,,,,,,,,
10.0,Del Arca,SF015,22/2/2023,2023.0,Verano,26,14,5.65,,Ausencia,Ausencia,Ausencia,Presencia,15000,4700,920,5.1,1.2,0.26,0.23,2.1,<30,21,<0.10,<0.005,<0.001,<0.10,2.61,35,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,10/5/2023,2023.0,otoño,19,20,5.85,no funcionó,Ausencia,Ausencia,Ausencia,Ausencia,5000,1400,300,6.20,0.62,0.21,0.20,<2.0,<30,40.00,<0.10,<0.005,<1.0,2.79,<0.15,35,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,23/8/2023,2023.0,invierno,16,13,5.4,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,3000,2700,500,13.9,10,0.95,0.37,2.0,<30,19,<0.10,<0.005,<0.001,3.85,<0.15,39,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,14/11/2023,2023.0,primavera,16,13,5.4,-,Ausencia,Ausencia,Ausencia,Ausencia,62000,5800,2480,2.6,1.7,0.30,<0.20,3.4,<30,12,<0.10,<0.005,<0.001,<10.00,<0.15,28,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
11.0,Espigón La Farola,SI021,22/2/2023,2023.0,Verano,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,,,,,,,,,,,,,,
11.0,Espigón La Farola,SI021,10/5/2023,2023.0,otoño,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,,,,,,,,,,,,,,
11.0,Espigón La Farola,SI021,23/8/2023,2023.0,invierno,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,,,,,,,,,,,,,,,,
11.0,Espigón La Farola,SI021,14/11/2023,2023.0,primavera,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,en obra,,,,,,,,,,,,,,
12.0,Reserva Ecológica,SI022,22/2/2023,2023.0,Verano,28,27,6.5,6,Ausencia,Ausencia,Ausencia,Ausencia,1700,1000,60,4.3,0.51,0.46,0.19,3.1,52,20,<0.10,<0.005,<0.001,11.81,<0.15,37,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,10/5/2023,2023.0,otoño,18,21,6.32,no funcionó,Ausencia,Ausencia,Ausencia,Ausencia,1.300,600,130,5.30,0.77,0.15,0.14,<2.0,<30,23.00,<0.10,<0.005,<1.0,7.40,<0.15,35,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,23/8/2023,2023.0,invierno,13.7,14,7.64,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,2900,2300,1400,8.6,1.00,0.58,0.28,<2.0,<30,20,<0.10,<0.005,<0.001,3.11,<0.15,40,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,14/11/2023,2023.0,primavera,22,23,5.61,-,Ausencia,Ausencia,Ausencia,Ausencia,400,400,300,3.1,0.27,0.19,<0.20,2.0,<30,14,<0.10,<0.005,<0.001,<10.00,<0.15,41,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,22/2/2023,2023.0,Verano,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,10/5/2023,2023.0,otoño,20,22,3.24,no funcionó,Ausencia,Ausencia,Ausencia,Ausencia,24.000,19000,5000,20.00,2.90,0.43,0.33,3.10,<30,3.50,<0.10,<0.005,<1.0,1.31,<0.15,32,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,23/8/2023,2023.0,invierno,17.5,14,6.37,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,150000,65000,18000,12.7,1.4,0.29,0.28,2.8,<30,21,<0.10,<0.005,<0.001,2.83,<0.15,35,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,14/11/2023,2023.0,primavera,23,23,4.86,-,Ausencia,Ausencia,Ausencia,Ausencia,28000,20000,10000,14.4,2.1,0.36,<0.20,2.7,<30,6.2,<0.10,<0.005,<0.001,<10.00,<0.15,32,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
13.0,Playa Espigón de Pacheco,SI024,22/2/2023,2023.0,Verano,28.7,30,8.53,6.95,Ausencia,Ausencia,Ausencia,Ausencia,5200,4500,110,5.5,0.5,0.3,0.28,2.5,<30,24,<0.10,<0.005,<0.001,6.7,0.99,40,Extremadamente deteriorada,,,,,,,,,,,,,,
13.0,Playa Espigón de Pacheco,SI024,10/5/2023,2023.0,otoño,18,22,5.16,no funcionó,Ausencia,Ausencia,Ausencia,Ausencia,5800,4200,500,6.90,0.94,0.20,0.19,<2.0,<30,13.00,<0.10,<0.005,<1.0,6.40,<0.15,35,Extremadamente deteriorada,,,,,,,,,,,,,,
13.0,Playa Espigón de Pacheco,SI024,23/8/2023,2023.0,invierno,13.7,14,6.66,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,3300,2300,1500,39.4,8.50,1.5,0.61,4.3,<30,4,<0.10,<0.005,<0.001,0.94,<0.15,40,Extremadamente deteriorada,,,,,,,,,,,,,,
13.0,Playa Espigón de Pacheco,SI024,14/11/2023,2023.0,primavera,24,23,6.69,-,Ausencia,Ausencia,Ausencia,Ausencia,500,500,200,5.0,0.60,0.19,<0.20,2.0,<30,18,<0.10,<0.005,<0.001,<10.00,<0.15,39,Extremadamente deteriorada,,,,,,,,,,,,,,
1.0,Canal Villanueva y Río Luján,TI001,22/2/2023,2023.0,Verano,26,24,6.59,7.24,Ausencia,Ausencia,Ausencia,Presencia,600,100,130,3.9,<0.05,0.26,<0.10,<2.0,<30,29,<0.10,<0.005,<0.001,0.87,<0.15,53,Muy deteriorada ,,,,,,,,,,,,,,
1.0,Canal Villanueva y Río Luján,TI001,10/5/2023,2023.0,otoño,18,12,7.09,7.22,Ausencia,Ausencia,Ausencia,Ausencia,3200,2200,770,3.90,0.30,0.16,0.15,<2.0,<30,45.00,<0.10,<0.005,<1.0,2.56,<0.15,39,Extremadamente deteriorada,,,,,,,,,,,,,,
1.0,Canal Villanueva y Río Luján,TI001,23/8/2023,2023.0,invierno,16.3,11,8.53,7.27,Ausencia,Ausencia,Ausencia,Presencia,240,200,300,4.2,0.19,0.57,<0.20,<2.0,<30,38,<0.10,<0.005,<0.001,1.02,<0.15,48,Muy deteriorada,,,,,,,,,,,,,,
1.0,Canal Villanueva y Río Luján,TI001,14/11/2023,2023.0,primavera,23,25,4.72,6.57,Ausencia,Ausencia,Ausencia,Ausencia,200,180,290,3.3,0.13,0.12,<0.20,<2.0,<30,24,<0.10,<0.005,<0.001,<10.00,<0.15,42,Extremadamente deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,22/2/2023,2023.0,Verano,27.6,24,6.14,6.88,Ausencia,Ausencia,Ausencia,Presencia,2000,1000,100,3.5,2.2,0.41,0.36,4.1,<30,21,<0.10,<0.005,<0.001,16.87,2.98,35,Extremadamente deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,10/5/2023,2023.0,otoño,18,12,6.16,7.33,Ausencia,Ausencia,Ausencia,Ausencia,5.000,3.000,200,4.20,0.86,0.21,0.20,<2.0,<30,45.00,<0.10,<0.005,<1.0,<0.10,<0.15,37,Extremadamente deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,23/8/2023,2023.0,invierno,15.2,11,5.97,7.13,Ausencia,Ausencia,Ausencia,Presencia,23000,19000,3000,15.2,2.90,2,0.46,3.8,36,45,<0.10,6,<0.001,7.51,<0.15,35,Extremadamente deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,14/11/2023,2023.0,primavera,26,25,4.31,6.71,Ausencia,Ausencia,Ausencia,Ausencia,4000,600,400,2.7,2.0,0.26,<0.20,3.0,<30,13,<0.10,<0.005,<0.001,10.7,<0.15,37,Extremadamente deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,22/2/2023,2023.0,Verano,26.1,25,5.02,6.82,Ausencia,Ausencia,Ausencia,Presencia,6000,500,220,3.9,0.56,0.23,0.17,2.2,<30,28,<0.10,0.005,<0.001,10.89,<0.15,37,Extremadamente deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,10/5/2023,2023.0,otoño,18,12,6.08,7.32,Ausencia,Ausencia,Presencia,Ausencia,4000,2.900,640,4.80,0.99,0.18,0.17,2.00,<30,50.00,<0.10,<0.005,<1.0,<0.10,<0.15,35,Extremadamente deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,23/8/2023,2023.0,invierno,15.1,11,5.75,7.19,Presencia,Ausencia,Ausencia,Ausencia,11000,5200,1400,15.7,3.50,0.36,0.34,4.3,37,39,<0.10,<0.005,<0.001,5.99,<0.15,37,Extremadamente deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,14/11/2023,2023.0,primavera,21,25,2.98,6.49,Ausencia,Ausencia,Ausencia,Presencia,1000,400,900,<2.0,1.0,0.14,<0.20,<2.0,40,24,<0.10,<0.005,<0.001,<10.00,<0.15,33,Extremadamente deteriorada,,,,,,,,,,,,,,
5.0,Río Reconquista y Río Lujan,TI004,22/2/2023,2023.0,Verano,25.9,24,5.28,6.69,Ausencia,Presencia,Ausencia,Presencia,15000,3200,560,4.3,1.5,0.44,0.25,3.3,<30,24,<0.10,<0.005,<0.001,8.57,<0.15,34,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,10/5/2023,2023.0,otoño,18,12,5.85,7.06,Ausencia,Ausencia,Ausencia,Ausencia,2.000,1.500,250,5.30,0.49,0.19,0.18,<2.0,<30,45.00,<0.10,<0.005,<1.0,0.35,<0.15,40,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,23/8/2023,2023.0,invierno,15.3,11,5.36,7.13,Presencia,Presencia,Presencia,Presencia,4000,3600,1500,18.6,4.00,1.3,0.53,4.3,40,29,<0.10,<0.005,<0.001,4.54,<0.15,30,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
5.0,Río Reconquista y Río Lujan,TI004,14/11/2023,2023.0,primavera,23,25,2.01,6.67,Ausencia,Ausencia,Ausencia,Presencia,19000,18000,5700,2.3,2.6,0.44,<0.20,4.7,<30,8.7,<0.10,<0.005,<0.001,<10.00,<0.15,33,Extremadamente deteriorada,Tigre,Canal Villanueva y río Luján,-34.408.061,-58.590.839,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
6.0,Rio Tigre 100m antes del Rio Luján,TI005,22/2/2023,2023.0,Verano,25.2,24,5.02,6.4,Ausencia,Presencia,Ausencia,Presencia,2000,1100,100,7.3,3.8,0.5,0.4,4.3,<30,20,<0.10,<0.005,<0.001,18.37,<0.15,31,Extremadamente deteriorada,,,,,,,,,,,,,,
6.0,Rio Tigre 100m antes del Rio Luján,TI005,10/5/2023,2023.0,otoño,19,11,5.26,7.05,Ausencia,Ausencia,Ausencia,Ausencia,41.000,20.000,9300,9.60,3.00,0.31,0.30,3.60,<30,45.00,<0.10,<0.005,<1.0,1.31,<0.15,35,Extremadamente deteriorada,,,,,,,,,,,,,,
6.0,Rio Tigre 100m antes del Rio Luján,TI005,23/8/2023,2023.0,invierno,15.3,10,4.13,7.17,Presencia,Presencia,Ausencia,Presencia,6000,4100,2000,23.1,5.20,0.9,0.64,5.6,38,26,<0.10,7,<0.001,7.24,<0.15,29,Extremadamente deteriorada,,,,,,,,,,,,,,
6.0,Rio Tigre 100m antes del Rio Luján,TI005,14/11/2023,2023.0,primavera,23,24,2.67,6.62,Presencia,Ausencia,Ausencia,Presencia,15000,13000,3000,2.3,7.5,0.95,0.34,5.7,53,20,<0.10,0,<0.001,30,<0.15,30,Extremadamente deteriorada,,,,,,,,,,,,,,
2.0,Río Lujan y Arroyo Caraguatá,TI006,22/2/2023,2023.0,Verano,26.8,25,5.94,6.96,Ausencia,Ausencia,Ausencia,Presencia,1000,400,1.500,5.2,0.25,0.16,0.11,2.1,<30,24,<0.10,<0.005,<0.001,10.61,0.21,39,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,10/5/2023,2023.0,otoño,18,12,7.12,7.22,Ausencia,Ausencia,Ausencia,Presencia,300,1100,300,6.70,0.13,0.11,0.10,<2.0,<30,60.00,<0.10,<0.005,<1.0,0.67,<0.15,38,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,23/8/2023,2023.0,invierno,15,11,6.88,7.13,Ausencia,Ausencia,Presencia,Presencia,15000,8300,5000,6.3,0.72,0.21,0.20,<2.0,38,37,<0.10,<0.005,<0.001,1.81,0.16,34,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
2.0,Río Lujan y Arroyo Caraguatá,TI006,14/11/2023,2023.0,primavera,22,25,2.62,6.49,Ausencia,Ausencia,Ausencia,Presencia,2000,400,800,<2.0,0.25,0.14,<0.20,<2.0,43,11,<0.10,<0.005,<0.001,<10.00,<0.15,35,Extremadamente deteriorada,Tigre,Río Luján y arroyo Caraguatá,-34.384.169,-58.632.511,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
7.0,Río Lujan y Canal San Fernando,TI007,22/2/2023,2023.0,Verano,29.4,29,3.45,6.83,Presencia,Presencia,Ausencia,Presencia,21000,7200,1.190,3.4,4.6,0.52,0.48,3.5,<30,6,<0.10,<0.005,<0.001,11.02,<0.15,29,Extremadamente deteriorada,,,,,,,,,,,,,,
7.0,Río Lujan y Canal San Fernando,TI007,10/5/2023,2023.0,otoño,18,15,5.88,7.16,Ausencia,Ausencia,Ausencia,Presencia,4.000,600,930,4.30,0.75,0.21,0.20,<2.0,<30,50.00,<0.10,<0.005,<1.0,1.28,<0.15,35,Extremadamente deteriorada,,,,,,,,,,,,,,
7.0,Río Lujan y Canal San Fernando,TI007,23/8/2023,2023.0,invierno,15.5,10,3.1,7.07,Ausencia,Presencia,Ausencia,Presencia,9000,4400,920,20.2,5.50,1,0.60,4,<30,17,<0.10,<0.005,<0.001,3.99,<0.15,33,Extremadamente deteriorada,,,,,,,,,,,,,,
7.0,Río Lujan y Canal San Fernando,TI007,14/11/2023,2023.0,primavera,23,24,1.95,6.65,Ausencia,Ausencia,Ausencia,Presencia,7000,2000,1600,2.9,0.71,0.44,<0.20,4.6,80,3.1,<0.10,<0.005,<0.001,12.7,<0.15,34,Extremadamente deteriorada,,,,,,,,,,,,,,
8.0,Río Capitán y Río San Antonio,TI008,22/2/2023,2023.0,Verano,28.5,29,6.7,7.04,Ausencia,Ausencia,Ausencia,Ausencia,800,120,110,2.8,<0.05,<0.10,<0.10,<2.0,<30,28,<0.10,<0.005,<0.001,<0.10,<0.15,62,Muy deteriorada ,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
8.0,Río Capitán y Río San Antonio,TI008,10/5/2023,2023.0,otoño,19,14,8.09,7.30,Ausencia,Ausencia,Ausencia,Ausencia,sin muestra,sin muestra,sin muestra,3.10,0.06,0.10,<0.10,<2.0,<30,70.00,<0.10,<0.005,<1.0,0.35,<0.15,43,Extremadamente deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
8.0,Río Capitán y Río San Antonio,TI008,23/8/2023,2023.0,invierno,15.8,10,8.72,7.39,Ausencia,Ausencia,Ausencia,Presencia,8800,1620,220,2.7,0.10,0.59,<0.20,<2.0,32,39,<0.10,<0.005,<0.001,0.42,<0.15,44,Extremadamente deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
8.0,Río Capitán y Río San Antonio,TI008,14/11/2023,2023.0,primavera,21,24,4.15,6.61,Ausencia,Ausencia,Ausencia,Ausencia,400,200,360,<2.0,0.60,0.10,<0.20,<2.0,<30,33,<0.10,<0.005,<0.001,<10.00,<0.15,38,Extremadamente deteriorada,Tigre,Río Capitán y río San Antonio,-34.375.561,-58.558.619,446.949,144.834,"""La industria metalúrgica y la actividad maderera""",4.0,4.0,4.0,4.0,5.0,3.0,4.0
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,22/2/2023,2023.0,Verano,28,29,5.19,6.91,Ausencia,Ausencia,Ausencia,Presencia,1200,350,550,2.1,0.23,0.23,0.12,<2.0,<30,45,<0.10,0.006,<0.001,25.58,<0.15,37,Extremadamente deteriorada,,,,,,,,,,,,,,
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,10/5/2023,2023.0,otoño,18,14,7.82,7.08,Ausencia,Ausencia,Ausencia,Ausencia,235,220,140,<2.0,0.07,0.10,<0.10,<2.0,<30,65.00,<0.10,0.0051,<1.0,0.91,<0.15,40,Extremadamente deteriorada,,,,,,,,,,,,,,
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,23/8/2023,2023.0,invierno,13.5,10,7.74,7.11,Ausencia,Ausencia,Ausencia,Ausencia,170,150,170,2.5,0.25,0.14,<0.20,<2.0,41,39,<0.10,<0.005,<0.001,0.59,<0.15,59,Muy deteriorada,,,,,,,,,,,,,,
9.0,Arroyo Abra Vieja y Santa Rosa,TI009,14/11/2023,2023.0,primavera,21,24,2.94,6.50,Ausencia,Ausencia,Ausencia,Presencia,300,260,400,<2.0,0.47,0.13,<0.20,<2.0,59,23,<0.10,<0.005,<0.001,<10.00,<0.15,38,Extremadamente deteriorada,,,,,,,,,,,,,,
17.0,Costa y Melo,VL031,22/2/2023,2023.0,Verano,24,28,7.41,6.58,Ausencia,Ausencia,Ausencia,Presencia,7000,1600,300,5.4,0.92,0.41,0.24,4.9,<30,14,<0.10,0.033,<0.001,falto un frasco,0.41,34,Extremadamente deteriorada,,,,,,,,,,,,,,
17.0,Costa y Melo,VL031,10/5/2023,2023.0,otoño,17,15,5.57,6.85,Ausencia,Ausencia,Ausencia,Ausencia,6.800,3.700,50,9.30,0.89,0.22,0.21,<2.0,<30,14.00,<0.10,<0.005,<1.0,3.30,<0.15,36,Extremadamente deteriorada,,,,,,,,,,,,,,
17.0,Costa y Melo,VL031,23/8/2023,2023.0,invierno,13.1,11.3,5.14,6.74,Ausencia,Ausencia,Ausencia,Ausencia,38000,11000,3500,16.7,1.90,0.77,0.36,4,<30,15,<0.10,<0.005,<0.001,0.45,<0.15,38,Extremadamente deteriorada,,,,,,,,,,,,,,
17.0,Costa y Melo,VL031,14/11/2023,2023.0,primavera,24,22,5.07,6.50,Ausencia,Ausencia,Ausencia,Presencia,11000,11000,3000,4.2,1.8,0.25,<0.20,3.8,30,18,<0.10,<0.005,<0.001,<10.00,<0.15,36,Extremadamente deteriorada,,,,,,,,,,,,,,
16.0,Puerto de Olivos Espigón,VL032,22/2/2023,2023.0,Verano,25.5,28,6.79,6.60,Ausencia,Ausencia,Ausencia,Presencia,2000,1200,320,7.3,0.44,0.27,0.23,3,57,15,<0.10,<0.005,<0.001,falto un frasco,0.18,36,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
16.0,Puerto de Olivos Espigón,VL032,10/5/2023,2023.0,otoño,18,15,5.20,6.74,Ausencia,Ausencia,Ausencia,Ausencia,4.200,4.000,100,8.80,1.00,0.21,0.20,<2.0,<30,12.00,<0.10,<0.005,<1.0,<0.10,<0.15,37,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
16.0,Puerto de Olivos Espigón,VL032,23/8/2023,2023.0,invierno,14.3,11.3,5.58,6.53,Ausencia,Ausencia,Ausencia,Presencia,13200,9800,3000,16,1.50,0.55,0.31,2.8,<30,15,<0.10,<0.005,<0.001,1.06,0.15,37,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
16.0,Puerto de Olivos Espigón,VL032,14/11/2023,2023.0,primavera,23,22,4.88,7.06,Ausencia,Ausencia,Ausencia,Presencia,22000,14000,16000,5.3,1.3,0.22,<0.20,2.3,<30,6.1,<0.10,<0.005,<0.001,<10.00,<0.15,33,Extremadamente deteriorada,Vicente López,Puerto de olivos espigón,-34.505.531,-58.473.719,282.281,273.863,"""Industria Manufacturera""",0.0,6.0,2.0,1.0,4.0,4.0,7.0
15.0,Reserva Barrio El Ceibo,VL033,22/2/2023,2023.0,Verano,25.9,28,8.27,7.24,Ausencia,Ausencia,Ausencia,Presencia,7600,1400,1.500,10.1,0.75,0.52,0.36,4.1,<30,16,<0.10,<0.005,<0.001,falto un frasco,0.27,34,Extremadamente deteriorada,,,,,,,,,,,,,,
15.0,Reserva Barrio El Ceibo,VL033,10/5/2023,2023.0,otoño,18,16,6.60,6.73,Ausencia,Ausencia,Ausencia,Ausencia,3.400,3.400,800,8.70,0.93,0.22,0.21,<2.0,<30,14.00,<0.10,<0.005,<1.0,2.72,<0.15,37,Extremadamente deteriorada,,,,,,,,,,,,,,
15.0,Reserva Barrio El Ceibo,VL033,23/8/2023,2023.0,invierno,13.8,11.5,8.15,6.82,Presencia,Ausencia,Ausencia,Ausencia,20000,3000,800,16.9,1.20,1.2,0.35,2.8,<30,12,<0.10,<0.005,<0.001,0.45,<0.15,38,Extremadamente deteriorada,,,,,,,,,,,,,,
15.0,Reserva Barrio El Ceibo,VL033,14/11/2023,2023.0,primavera,23,22,6.95,6.64,Ausencia,Ausencia,Ausencia,Presencia,3000,2000,900,5.8,0.77,0.20,<0.20,2.1,<30,13,<0.10,<0.005,<0.001,<10.00,<0.15,37,Extremadamente deteriorada,,,,,,,,,,,,,,
22.0,Cuatro bocas- desembocadura del Riachuelo,AC001,8/4/2024,2024.0,verano,22,20,1.6,7.45,Ausente,Presencia,Ausente,Presencia,18000,16000,3500,5.3,1.55,,s/i,11,s/i,38.7,<0.10,s/i,s/i,<10.00,<0.15,30,Extremadamente deteriorada,,,,,,,,,,,,,,
